Movie,Year,Show,Date,Category,Winner?,Nominee(s),Birthdate,Age,Image
The Gorgeous Hussy,1936,9th Academy Awards,3/4/37,Best Supporting Actress,,Beulah Bondi,5/3/1888,48,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyODAzNTIyOF5BMl5BanBnXkFtZTcwMzEwNjk5Nw@@._V1_UY317_CR2,0,214,317_AL_.jpg"
My Man Godfrey,1936,9th Academy Awards,3/4/37,Best Supporting Actress,,Alice Brady,11/2/1892,44,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MDQxMDI3OV5BMl5BanBnXkFtZTgwMjgzNzY3MTE@._V1._CR1.883331298828125,5.5333404541015625,291,374_UY317_CR16,0,214,317_AL_.jpg"
These Three,1936,9th Academy Awards,3/4/37,Best Supporting Actress,,Bonita Granville,2/1/23,14,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NTAzMjM3N15BMl5BanBnXkFtZTgwNTY4NDE2MDE@._V1_UY317_CR14,0,214,317_AL_.jpg"
Captains Courageous,1937,10th Academy Awards,3/10/38,Best Actor,X,Spencer Tracy,4/5/00,37,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNjE5NTc0OV5BMl5BanBnXkFtZTYwNDU5ODI2._V1_UY317_CR4,0,214,317_AL_.jpg"
The Life of Emile Zola,1937,10th Academy Awards,3/10/38,Best Actor,,Paul Muni,9/22/1895,42,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5ODcxNTg4Nl5BMl5BanBnXkFtZTYwNzE2MjI2._V1_UY317_CR18,0,214,317_AL_.jpg"
A Star Is Born,1937,10th Academy Awards,3/10/38,Best Actor,,Fredric March,8/31/1897,40,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTI3MDEyMzg2OF5BMl5BanBnXkFtZTYwNzA2MjI2._V1_UY317_CR29,0,214,317_AL_.jpg"
Conquest,1937,10th Academy Awards,3/10/38,Best Actor,,Charles Boyer,8/28/1899,38,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjU0MzQ3ODU1Ml5BMl5BanBnXkFtZTcwNjc5NTYwNA@@._V1_UY317_CR17,0,214,317_AL_.jpg"
Night Must Fall,1937,10th Academy Awards,3/10/38,Best Actor,,Robert Montgomery,5/21/04,33,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4ODEyMzcyN15BMl5BanBnXkFtZTYwMTk3NjQ2._V1_UY317_CR8,0,214,317_AL_.jpg"
The Good Earth,1937,10th Academy Awards,3/10/38,Best Actress,X,Luise Rainer,1/12/10,28,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMTcxMzIzMl5BMl5BanBnXkFtZTYwNjUyNTM2._V1_UY317_CR7,0,214,317_AL_.jpg"
The Awful Truth,1937,10th Academy Awards,3/10/38,Best Actress,,Irene Dunne,12/20/1898,39,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzA1NTg0NzU2MV5BMl5BanBnXkFtZTYwNjU5OTU2._V1_UY317_CR21,0,214,317_AL_.jpg"
Camille,1937,10th Academy Awards,3/10/38,Best Actress,,Greta Garbo,9/18/05,32,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0MDU3ODQ0MF5BMl5BanBnXkFtZTgwNzY4NDQ3MTE@._V1_UY317_CR18,0,214,317_AL_.jpg"
A Star Is Born,1937,10th Academy Awards,3/10/38,Best Actress,,Janet Gaynor,10/6/06,31,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5MzE4Nzk0N15BMl5BanBnXkFtZTYwMjg0NzU2._V1_UY317_CR14,0,214,317_AL_.jpg"
Stella Dallas,1937,10th Academy Awards,3/10/38,Best Actress,,Barbara Stanwyck,7/16/07,30,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjMxODIzODEzNF5BMl5BanBnXkFtZTYwNDgwNjI2._V1_UY317_CR2,0,214,317_AL_.jpg"
The Life of Emile Zola,1937,10th Academy Awards,3/10/38,Best Supporting Actor,X,Joseph Schildkraut,3/22/1896,41,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzMzA2MTgwMF5BMl5BanBnXkFtZTYwMzI2NzM2._V1_UY317_CR24,0,214,317_AL_.jpg"
Lost Horizon,1937,10th Academy Awards,3/10/38,Best Supporting Actor,,H. B. Warner,10/26/1875,62,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1Mjc2NjgwMl5BMl5BanBnXkFtZTcwNTM4NDYwOA@@._V1_UY317_CR14,0,214,317_AL_.jpg"
Topper,1937,10th Academy Awards,3/10/38,Best Supporting Actor,,Roland Young,11/11/1887,50,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MjE4MDYyNl5BMl5BanBnXkFtZTcwNTIwNzAyOA@@._V1_UY317_CR11,0,214,317_AL_.jpg"
The Hurricane,1937,10th Academy Awards,3/10/38,Best Supporting Actor,,Thomas Mitchell,7/11/1892,45,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTcwNjAwMDI2M15BMl5BanBnXkFtZTcwNDMyNTUwOA@@._V1_UY317_CR5,0,214,317_AL_.jpg"
The Awful Truth,1937,10th Academy Awards,3/10/38,Best Supporting Actor,,Ralph Bellamy,6/17/04,33,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA3NzE3NzI1MjJeQTJeQWpwZ15BbWU3MDYwMTE4OTc@._V1_UY317_CR15,0,214,317_AL_.jpg"
In Old Chicago,1937,10th Academy Awards,3/10/38,Best Supporting Actress,X,Alice Brady,11/2/1892,45,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MDQxMDI3OV5BMl5BanBnXkFtZTgwMjgzNzY3MTE@._V1._CR1.883331298828125,5.5333404541015625,291,374_UY317_CR16,0,214,317_AL_.jpg"
Night Must Fall,1937,10th Academy Awards,3/10/38,Best Supporting Actress,,Dame May Whitty,6/19/1865,72,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2NTIxMDQ4N15BMl5BanBnXkFtZTcwNTY4NDYwOA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Dead End,1937,10th Academy Awards,3/10/38,Best Supporting Actress,,Claire Trevor,3/8/10,28,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzYwMjgwNjM5Ml5BMl5BanBnXkFtZTYwNjMwMTM2._V1_UY317_CR19,0,214,317_AL_.jpg"
Stage Door,1937,10th Academy Awards,3/10/38,Best Supporting Actress,,Andrea Leeds,8/14/14,23,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGY1MzE0MjktOWE5Yy00NzRiLWI5ZDQtZjM4NWJlZWQwMDFlXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_UY317_CR20,0,214,317_AL_.jpg"
Stella Dallas,1937,10th Academy Awards,3/10/38,Best Supporting Actress,,Anne Shirley,4/17/18,19,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0NjM1MzI4NV5BMl5BanBnXkFtZTYwOTI4NjQ2._V1_UY317_CR13,0,214,317_AL_.jpg"
Boys Town,1938,11th Academy Awards,2/23/39,Best Actor,X,Spencer Tracy,4/5/00,38,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNjE5NTc0OV5BMl5BanBnXkFtZTYwNDU5ODI2._V1_UY317_CR4,0,214,317_AL_.jpg"
Pygmalion,1938,11th Academy Awards,2/23/39,Best Actor,,Leslie Howard,4/3/1893,45,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1NjM2MTE3Nl5BMl5BanBnXkFtZTYwNjY4NjQ2._V1_UY317_CR4,0,214,317_AL_.jpg"
Angels with Dirty Faces,1938,11th Academy Awards,2/23/39,Best Actor,,James Cagney,7/17/1899,39,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNDY5NTgxNV5BMl5BanBnXkFtZTYwNzY4MzQ2._V1_UY317_CR14,0,214,317_AL_.jpg"
Algiers,1938,11th Academy Awards,2/23/39,Best Actor,,Charles Boyer,8/28/1899,39,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjU0MzQ3ODU1Ml5BMl5BanBnXkFtZTcwNjc5NTYwNA@@._V1_UY317_CR17,0,214,317_AL_.jpg"
The Citadel,1938,11th Academy Awards,2/23/39,Best Actor,,Robert Donat,3/18/05,33,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1NTkwMDkzMl5BMl5BanBnXkFtZTYwMTkwMTM2._V1_UY317_CR19,0,214,317_AL_.jpg"
Jezebel,1938,11th Academy Awards,2/23/39,Best Actress,X,Bette Davis,4/5/08,30,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2OTQ4NTU2OF5BMl5BanBnXkFtZTcwMzI3MjY5Ng@@._V1_UY317_CR24,0,214,317_AL_.jpg"
White Banners,1938,11th Academy Awards,2/23/39,Best Actress,,Fay Bainter,12/7/1893,45,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2QzNTg0ZDUtMTAwNS00ZWJkLTkwNTQtZTNiM2YzMTgxNjA1XkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_UX214_CR0,0,214,317_AL_.jpg"
Marie Antoinette,1938,11th Academy Awards,2/23/39,Best Actress,,Norma Shearer,8/10/02,36,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4OTI0MjU5NV5BMl5BanBnXkFtZTYwNjYxNjU2._V1_UY317_CR16,0,214,317_AL_.jpg"
Three Comrades,1938,11th Academy Awards,2/23/39,Best Actress,,Margaret Sullavan,5/16/09,29,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjg0ODY2ODQ0NV5BMl5BanBnXkFtZTcwMDgyOTkxOA@@._V1_UY317_CR20,0,214,317_AL_.jpg"
Pygmalion,1938,11th Academy Awards,2/23/39,Best Actress,,Wendy Hiller,8/15/12,26,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5NjM1OTc0Nl5BMl5BanBnXkFtZTcwNjk2ODgwMw@@._V1_UY317_CR38,0,214,317_AL_.jpg"
Kentucky,1938,11th Academy Awards,2/23/39,Best Supporting Actor,X,Walter Brennan,7/25/1894,44,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExNzA5NjE1MF5BMl5BanBnXkFtZTYwMTMxMTM2._V1_UY317_CR17,0,214,317_AL_.jpg"
Algiers,1938,11th Academy Awards,2/23/39,Best Supporting Actor,,Gene Lockhart,7/18/1891,47,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5Nzg4NTE2Ml5BMl5BanBnXkFtZTYwNjExMTM2._V1_UY317_CR22,0,214,317_AL_.jpg"
If I Were King,1938,11th Academy Awards,2/23/39,Best Supporting Actor,,Basil Rathbone,6/13/1892,46,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNjkzNzU1NV5BMl5BanBnXkFtZTYwMDM2MjI2._V1_UY317_CR20,0,214,317_AL_.jpg"
Marie Antoinette,1938,11th Academy Awards,2/23/39,Best Supporting Actor,,Robert Morley,5/26/08,30,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4MzExMDk4N15BMl5BanBnXkFtZTcwMTYxMDMyMw@@._V1_UY317_CR7,0,214,317_AL_.jpg"
Four Daughters,1938,11th Academy Awards,2/23/39,Best Supporting Actor,,John Garfield,3/4/13,25,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjRiZGFiNzctOGU2Ni00Y2M3LWJiMDUtNGY2NTRjNWYyYmM1XkEyXkFqcGdeQXVyMzk3NTUwOQ@@._V1_UY317_CR12,0,214,317_AL_.jpg"
Jezebel,1938,11th Academy Awards,2/23/39,Best Supporting Actress,X,Fay Bainter,12/7/1893,45,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2QzNTg0ZDUtMTAwNS00ZWJkLTkwNTQtZTNiM2YzMTgxNjA1XkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_UX214_CR0,0,214,317_AL_.jpg"
Merrily We Live,1938,11th Academy Awards,2/23/39,Best Supporting Actress,,Billie Burke,8/7/1884,54,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyMjczNzk0NV5BMl5BanBnXkFtZTYwODI3MjI2._V1_UY317_CR17,0,214,317_AL_.jpg"
You Can't Take It With You,1938,11th Academy Awards,2/23/39,Best Supporting Actress,,Spring Byington,10/17/1886,52,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyOTk4OTg4M15BMl5BanBnXkFtZTcwNzk1MjYwOA@@._V1_UY317_CR13,0,214,317_AL_.jpg"
Of Human Hearts,1938,11th Academy Awards,2/23/39,Best Supporting Actress,,Beulah Bondi,5/3/1888,50,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyODAzNTIyOF5BMl5BanBnXkFtZTcwMzEwNjk5Nw@@._V1_UY317_CR2,0,214,317_AL_.jpg"
The Great Waltz,1938,11th Academy Awards,2/23/39,Best Supporting Actress,,Miliza Korjus,8/18/09,29,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzViMDEyY2UtYTJlYi00MzY5LTk4YWQtYzQ3NTZiNGRhYmZhXkEyXkFqcGdeQXVyNTk5NzQ5Ng@@._V1_UY317_CR18,0,214,317_AL_.jpg"
"Goodbye, Mr. Chips",1939,12th Academy Awards,2/29/40,Best Actor,X,Robert Donat,3/18/05,34,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1NTkwMDkzMl5BMl5BanBnXkFtZTYwMTkwMTM2._V1_UY317_CR19,0,214,317_AL_.jpg"
Gone with the Wind,1939,12th Academy Awards,2/29/40,Best Actor,,Clark Gable,2/1/01,39,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1NDY5MjM5Ml5BMl5BanBnXkFtZTYwNTU1OTQ2._V1_UY317_CR15,0,214,317_AL_.jpg"
Wuthering Heights,1939,12th Academy Awards,2/29/40,Best Actor,,Laurence Olivier,5/22/07,32,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNjYwNDE5M15BMl5BanBnXkFtZTYwNzg0MDQ2._V1_UY317_CR18,0,214,317_AL_.jpg"
Mr. Smith Goes to Washington,1939,12th Academy Awards,2/29/40,Best Actor,,James Stewart,5/20/08,31,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwNzMzODY0NV5BMl5BanBnXkFtZTcwMDk3NDQyOA@@._V1_UY317_CR20,0,214,317_AL_.jpg"
Babes in Arms,1939,12th Academy Awards,2/29/40,Best Actor,,Mickey Rooney,9/23/20,19,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5NjA4MDU0MV5BMl5BanBnXkFtZTYwMDI0MzQ2._V1_UX214_CR0,0,214,317_AL_.jpg"
Gone with the Wind,1939,12th Academy Awards,2/29/40,Best Actress,X,Vivien Leigh,11/5/13,26,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2NTkwMTQ5NF5BMl5BanBnXkFtZTYwNDExNjI2._V1_UY317_CR1,0,214,317_AL_.jpg"
Love Affair,1939,12th Academy Awards,2/29/40,Best Actress,,Irene Dunne,12/20/1898,41,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzA1NTg0NzU2MV5BMl5BanBnXkFtZTYwNjU5OTU2._V1_UY317_CR21,0,214,317_AL_.jpg"
"Goodbye, Mr. Chips",1939,12th Academy Awards,2/29/40,Best Actress,,Greer Garson,9/29/04,35,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MDg5MjE5NV5BMl5BanBnXkFtZTcwNTcwMDYzOA@@._V1_UY317_CR10,0,214,317_AL_.jpg"
Ninotchka,1939,12th Academy Awards,2/29/40,Best Actress,,Greta Garbo,9/18/05,34,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0MDU3ODQ0MF5BMl5BanBnXkFtZTgwNzY4NDQ3MTE@._V1_UY317_CR18,0,214,317_AL_.jpg"
Dark Victory,1939,12th Academy Awards,2/29/40,Best Actress,,Bette Davis,4/5/08,31,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2OTQ4NTU2OF5BMl5BanBnXkFtZTcwMzI3MjY5Ng@@._V1_UY317_CR24,0,214,317_AL_.jpg"
Stagecoach,1939,12th Academy Awards,2/29/40,Best Supporting Actor,X,Thomas Mitchell,7/11/1892,47,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTcwNjAwMDI2M15BMl5BanBnXkFtZTcwNDMyNTUwOA@@._V1_UY317_CR5,0,214,317_AL_.jpg"
Mr. Smith Goes to Washington,1939,12th Academy Awards,2/29/40,Best Supporting Actor,,Harry Carey,1/16/1878,62,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5NjAyODY2MV5BMl5BanBnXkFtZTcwNjE4MTg5Nw@@._V1_UY317_CR22,0,214,317_AL_.jpg"
Mr. Smith Goes to Washington,1939,12th Academy Awards,2/29/40,Best Supporting Actor,,Claude Rains,11/10/1889,50,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwNDc3NjQ1OF5BMl5BanBnXkFtZTcwMjQ0NjI5Nw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Beau Geste,1939,12th Academy Awards,2/29/40,Best Supporting Actor,,Brian Donlevy,2/9/01,39,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwODA4ODAyOF5BMl5BanBnXkFtZTYwODMxMTM2._V1_UY317_CR9,0,214,317_AL_.jpg"
Juarez,1939,12th Academy Awards,2/29/40,Best Supporting Actor,,Brian Aherne,5/2/02,37,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxODk3OTI0M15BMl5BanBnXkFtZTYwODQyNjU2._V1_UY317_CR22,0,214,317_AL_.jpg"
Gone with the Wind,1939,12th Academy Awards,2/29/40,Best Supporting Actress,X,Hattie McDaniel,6/10/1895,44,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5MTQ5MDMxNV5BMl5BanBnXkFtZTYwNDk5NTM2._V1_UY317_CR7,0,214,317_AL_.jpg"
Love Affair,1939,12th Academy Awards,2/29/40,Best Supporting Actress,,Maria Ouspenskaya,7/29/1876,63,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTAxYjgyNGMtM2U1OC00OWI1LThkNDctMjc5YzNkMTZlMjkwXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_UY317_CR32,0,214,317_AL_.jpg"
Drums Along the Mohawk,1939,12th Academy Awards,2/29/40,Best Supporting Actress,,Edna May Oliver,11/9/1883,56,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyNTM0NTA0MV5BMl5BanBnXkFtZTgwMzYxNjQ3MTE@._V1_UY317_CR14,0,214,317_AL_.jpg"
Wuthering Heights,1939,12th Academy Awards,2/29/40,Best Supporting Actress,,Geraldine Fitzgerald,11/24/13,26,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzNDIyODU1M15BMl5BanBnXkFtZTcwMTUyNzAzMQ@@._V1_UY317_CR18,0,214,317_AL_.jpg"
Gone with the Wind,1939,12th Academy Awards,2/29/40,Best Supporting Actress,,Olivia de Havilland,7/1/16,23,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0Njc5Mjk5M15BMl5BanBnXkFtZTYwOTk1MjU2._V1_UY317_CR17,0,214,317_AL_.jpg"
The Philadelphia Story,1940,13th Academy Awards,2/27/41,Best Actor,X,James Stewart,5/20/08,32,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwNzMzODY0NV5BMl5BanBnXkFtZTcwMDk3NDQyOA@@._V1_UY317_CR20,0,214,317_AL_.jpg"
The Great Dictator,1940,13th Academy Awards,2/27/41,Best Actor,,Charles Chaplin,4/16/1889,51,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDcwMDc0ODAzOF5BMl5BanBnXkFtZTgwNTY2OTI1MDE@._V1_UX214_CR0,0,214,317_AL_.jpg"
Abe Lincoln in Illinois,1940,13th Academy Awards,2/27/41,Best Actor,,Raymond Massey,8/30/1896,44,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3ODY2MzkyMF5BMl5BanBnXkFtZTcwMjc2NTg2OA@@._V1_UY317_CR20,0,214,317_AL_.jpg"
The Grapes of Wrath,1940,13th Academy Awards,2/27/41,Best Actor,,Henry Fonda,5/16/05,35,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTEwNjQ2ODQ4Nl5BMl5BanBnXkFtZTYwMzEwMTM2._V1_UY317_CR20,0,214,317_AL_.jpg"
Rebecca,1940,13th Academy Awards,2/27/41,Best Actor,,Laurence Olivier,5/22/07,33,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNjYwNDE5M15BMl5BanBnXkFtZTYwNzg0MDQ2._V1_UY317_CR18,0,214,317_AL_.jpg"
Kitty Foyle,1940,13th Academy Awards,2/27/41,Best Actress,X,Ginger Rogers,7/16/11,29,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTgwNjE4MDkzMV5BMl5BanBnXkFtZTYwNjQ5NjQ2._V1_UY317_CR7,0,214,317_AL_.jpg"
The Philadelphia Story,1940,13th Academy Awards,2/27/41,Best Actress,,Katharine Hepburn,5/12/07,33,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5NTk4Mjc0OF5BMl5BanBnXkFtZTYwNzI0NDM2._V1_UY317_CR7,0,214,317_AL_.jpg"
The Letter,1940,13th Academy Awards,2/27/41,Best Actress,,Bette Davis,4/5/08,32,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2OTQ4NTU2OF5BMl5BanBnXkFtZTcwMzI3MjY5Ng@@._V1_UY317_CR24,0,214,317_AL_.jpg"
Our Town,1940,13th Academy Awards,2/27/41,Best Actress,,Martha Scott,9/22/12,28,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA1ODkzNzIzOTBeQTJeQWpwZ15BbWU3MDYwMDkzMTg@._V1_UX214_CR0,0,214,317_AL_.jpg"
Rebecca,1940,13th Academy Awards,2/27/41,Best Actress,,Joan Fontaine,10/22/17,23,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMzk0NjkyMV5BMl5BanBnXkFtZTYwNTUyMjI2._V1_UY317_CR22,0,214,317_AL_.jpg"
The Westerner,1940,13th Academy Awards,2/27/41,Best Supporting Actor,X,Walter Brennan,7/25/1894,46,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExNzA5NjE1MF5BMl5BanBnXkFtZTYwMTMxMTM2._V1_UY317_CR17,0,214,317_AL_.jpg"
Foreign Correspondent,1940,13th Academy Awards,2/27/41,Best Supporting Actor,,Albert Bassermann,9/7/1867,73,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWEzMDdkODctZTRhNi00MDg4LWIwYjQtNDc4ZDE2OWRlMjlkXkEyXkFqcGdeQXVyNTk5NzQ5Ng@@._V1_UY317_CR19,0,214,317_AL_.jpg"
The Letter,1940,13th Academy Awards,2/27/41,Best Supporting Actor,,James Stephenson,4/14/1889,51,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzI4NTQwNDg3Ml5BMl5BanBnXkFtZTgwNjgwNzk1MDE@._V1_UX214_CR0,0,214,317_AL_.jpg"
The Great Dictator,1940,13th Academy Awards,2/27/41,Best Supporting Actor,,Jack Oakie,11/12/03,37,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDQxNjAzNjkyOF5BMl5BanBnXkFtZTgwNzA3MzU2MzE@._V1_UY317_CR3,0,214,317_AL_.jpg"
They Knew What They Wanted,1940,13th Academy Awards,2/27/41,Best Supporting Actor,,William Gargan,7/17/05,35,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmNiYzFlYmQtZWNkNS00NzlhLThkZjgtMjc1MjlmNDI2ODRhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_UY317_CR15,0,214,317_AL_.jpg"
The Grapes of Wrath,1940,13th Academy Awards,2/27/41,Best Supporting Actress,X,Jane Darwell,10/15/1879,61,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxNTM2NDI4MV5BMl5BanBnXkFtZTYwMDQ2MjI2._V1_UY317_CR22,0,214,317_AL_.jpg"
Primrose Path,1940,13th Academy Awards,2/27/41,Best Supporting Actress,,Marjorie Rambeau,7/15/1889,51,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGY5ZGVlM2ItM2NlZi00NTUwLTk4NDQtOGE2NmUyNGRiM2FiXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_UY317_CR24,0,214,317_AL_.jpg"
Rebecca,1940,13th Academy Awards,2/27/41,Best Supporting Actress,,Judith Anderson,2/10/1897,44,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NTA4Mzk3Ml5BMl5BanBnXkFtZTYwNzQ2MzM2._V1_UY317_CR15,0,214,317_AL_.jpg"
"All This, and Heaven Too",1940,13th Academy Awards,2/27/41,Best Supporting Actress,,Barbara O'Neil,7/17/10,30,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMxNTUwMzU1M15BMl5BanBnXkFtZTcwNjY2ODMxOA@@._V1_UY317_CR16,0,214,317_AL_.jpg"
The Philadelphia Story,1940,13th Academy Awards,2/27/41,Best Supporting Actress,,Ruth Hussey,10/30/11,29,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4MDAzNzk4Nl5BMl5BanBnXkFtZTcwNzk4MjExOA@@._V1_UY317_CR20,0,214,317_AL_.jpg"
Sergeant York,1941,14th Academy Awards,2/26/42,Best Actor,X,Gary Cooper,5/7/01,40,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyMjI1MDEyN15BMl5BanBnXkFtZTYwNzkwNjI2._V1_UY317_CR2,0,214,317_AL_.jpg"
All That Money Can Buy,1941,14th Academy Awards,2/26/42,Best Actor,,Walter Huston,4/5/1883,58,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MDMwNjUzOF5BMl5BanBnXkFtZTYwMjk1MjI2._V1_UY317_CR17,0,214,317_AL_.jpg"
Penny Serenade,1941,14th Academy Awards,2/26/42,Best Actor,,Cary Grant,1/18/04,38,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzYyODM4NDU1MV5BMl5BanBnXkFtZTYwMjI1ODM2._V1_UY317_CR16,0,214,317_AL_.jpg"
Here Comes Mr. Jordan,1941,14th Academy Awards,2/26/42,Best Actor,,Robert Montgomery,5/21/04,37,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4ODEyMzcyN15BMl5BanBnXkFtZTYwMTk3NjQ2._V1_UY317_CR8,0,214,317_AL_.jpg"
Citizen Kane,1941,14th Academy Awards,2/26/42,Best Actor,,Orson Welles,5/6/15,26,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTE1Nzg5NzMwM15BMl5BanBnXkFtZTYwMDQwMTM2._V1_UY317_CR21,0,214,317_AL_.jpg"
Suspicion,1941,14th Academy Awards,2/26/42,Best Actress,X,Joan Fontaine,10/22/17,24,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMzk0NjkyMV5BMl5BanBnXkFtZTYwNTUyMjI2._V1_UY317_CR22,0,214,317_AL_.jpg"
Blossoms in the Dust,1941,14th Academy Awards,2/26/42,Best Actress,,Greer Garson,9/29/04,37,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MDg5MjE5NV5BMl5BanBnXkFtZTcwNTcwMDYzOA@@._V1_UY317_CR10,0,214,317_AL_.jpg"
Ball of Fire,1941,14th Academy Awards,2/26/42,Best Actress,,Barbara Stanwyck,7/16/07,34,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjMxODIzODEzNF5BMl5BanBnXkFtZTYwNDgwNjI2._V1_UY317_CR2,0,214,317_AL_.jpg"
The Little Foxes,1941,14th Academy Awards,2/26/42,Best Actress,,Bette Davis,4/5/08,33,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2OTQ4NTU2OF5BMl5BanBnXkFtZTcwMzI3MjY5Ng@@._V1_UY317_CR24,0,214,317_AL_.jpg"
